Dataset,Optimizer,Topology,Emigration,ChoiceEmi,ChoiceImm,NumberEmiImm,IntervalEmiImm,ObjfName,k,ExecutionTime,SSE
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,1,4,SSE,3,42.43,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,1,6,SSE,3,45.62,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,1,8,SSE,3,41.98,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,1,10,SSE,3,44.48,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,2,1,SSE,3,44.03,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,2,2,SSE,3,40.62,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,2,4,SSE,3,46.16,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,2,6,SSE,3,42.35,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,2,8,SSE,3,43.76,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,2,10,SSE,3,42.77,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,3,1,SSE,3,43.99,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,3,2,SSE,3,43.24,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,3,4,SSE,3,44.98,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,3,6,SSE,3,40.92,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,3,8,SSE,3,43.22,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,3,10,SSE,3,44.05,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,4,1,SSE,3,44.98,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,4,2,SSE,3,43.83,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,4,4,SSE,3,45.06,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,4,6,SSE,3,42.81,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,4,8,SSE,3,45.02,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,4,10,SSE,3,44.39,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,5,1,SSE,3,43.77,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,5,2,SSE,3,43.41,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,5,4,SSE,3,43.57,138.89
balance,SSA_mpi,TORUS,CLONE,BEST,WORST,5,6,SSE,3,45.07,138.89
balance,SSA_mpi,TORUS,CLONE,WORST,WORST,5,8,SSE,3,44.67,138.89
balance,SSA_mpi,TORUS,CLONE,WORST,WORST,5,10,SSE,3,42.34,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,1,1,SSE,3,43.93,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,1,2,SSE,3,44.12,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,1,4,SSE,3,41.99,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,1,6,SSE,3,43.77,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,1,8,SSE,3,46.43,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,1,10,SSE,3,43.99,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,2,1,SSE,3,44.51,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,2,2,SSE,3,42.35,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,2,4,SSE,3,43.47,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,2,6,SSE,3,45.11,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,2,8,SSE,3,42.99,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,2,10,SSE,3,43.5,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,3,1,SSE,3,45.97,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,3,2,SSE,3,44.67,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,3,4,SSE,3,43.94,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,3,6,SSE,3,42.59,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,3,8,SSE,3,43.15,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,3,10,SSE,3,45.27,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,4,1,SSE,3,44.3,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,4,2,SSE,3,42.32,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,4,4,SSE,3,43.67,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,4,6,SSE,3,45.45,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,4,8,SSE,3,46.92,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,4,10,SSE,3,41.97,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,5,1,SSE,3,42.92,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,5,2,SSE,3,44.07,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,5,4,SSE,3,41.96,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,5,6,SSE,3,41.37,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,5,8,SSE,3,45.37,138.89
balance,SSA_mpi,GRAPH,CLONE,WORST,WORST,5,10,SSE,3,42.29,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,1,1,SSE,3,35.39,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,1,2,SSE,3,30.42,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,1,4,SSE,3,34.23,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,1,6,SSE,3,36.36,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,1,8,SSE,3,35.92,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,1,10,SSE,3,34.5,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,2,1,SSE,3,32.29,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,2,2,SSE,3,24.67,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,2,4,SSE,3,35.82,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,2,6,SSE,3,26.65,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,2,8,SSE,3,39.38,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,2,10,SSE,3,31.5,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,3,1,SSE,3,37.87,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,3,2,SSE,3,34.62,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,3,4,SSE,3,34.41,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,3,6,SSE,3,33.82,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,3,8,SSE,3,32.73,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,3,10,SSE,3,37.29,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,4,1,SSE,3,35.23,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,4,2,SSE,3,37.02,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,4,4,SSE,3,34.77,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,4,6,SSE,3,33.97,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,4,8,SSE,3,32.91,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,4,10,SSE,3,27.28,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,5,1,SSE,3,28.57,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,5,2,SSE,3,28.53,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,5,4,SSE,3,28.0,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,5,6,SSE,3,24.65,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,5,8,SSE,3,27.68,138.89
balance,SSA_mpi,SAME,CLONE,WORST,WORST,5,10,SSE,3,35.23,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,1,1,SSE,3,30.72,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,1,2,SSE,3,32.86,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,1,4,SSE,3,30.7,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,1,6,SSE,3,32.01,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,1,8,SSE,3,27.91,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,1,10,SSE,3,34.4,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,2,1,SSE,3,28.68,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,2,2,SSE,3,30.65,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,2,4,SSE,3,26.45,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,2,6,SSE,3,35.47,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,2,8,SSE,3,32.21,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,2,10,SSE,3,37.01,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,3,1,SSE,3,32.13,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,3,2,SSE,3,36.96,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,3,4,SSE,3,27.89,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,3,6,SSE,3,38.36,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,3,8,SSE,3,40.42,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,3,10,SSE,3,32.44,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,4,1,SSE,3,31.24,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,4,2,SSE,3,33.38,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,4,4,SSE,3,31.41,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,4,6,SSE,3,32.35,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,4,8,SSE,3,31.48,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,4,10,SSE,3,36.22,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,5,1,SSE,3,34.63,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,5,2,SSE,3,35.46,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,5,4,SSE,3,27.53,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,5,6,SSE,3,38.06,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,5,8,SSE,3,37.79,138.89
balance,SSA_mpi,GOODBAD,CLONE,WORST,WORST,5,10,SSE,3,29.47,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,1,1,SSE,3,35.59,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,1,2,SSE,3,39.57,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,1,4,SSE,3,35.2,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,1,6,SSE,3,37.48,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,1,8,SSE,3,36.66,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,1,10,SSE,3,34.68,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,2,1,SSE,3,35.94,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,2,2,SSE,3,35.2,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,2,4,SSE,3,27.99,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,2,6,SSE,3,28.22,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,2,8,SSE,3,36.22,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,2,10,SSE,3,35.59,138.9
balance,SSA_mpi,RAND,CLONE,WORST,BEST,3,1,SSE,3,38.83,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,3,2,SSE,3,28.76,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,3,4,SSE,3,32.51,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,3,6,SSE,3,31.62,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,3,8,SSE,3,24.38,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,3,10,SSE,3,28.62,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,4,1,SSE,3,37.64,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,4,2,SSE,3,27.82,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,4,4,SSE,3,28.13,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,4,6,SSE,3,30.88,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,4,8,SSE,3,27.54,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,4,10,SSE,3,31.1,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,5,1,SSE,3,29.34,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,5,2,SSE,3,34.35,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,5,4,SSE,3,31.97,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,5,6,SSE,3,40.09,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,5,8,SSE,3,27.07,138.89
balance,SSA_mpi,RAND,CLONE,WORST,BEST,5,10,SSE,3,28.04,138.89
balance,PSO_mpi,RING,CLONE,WORST,WORST,1,1,SSE,3,45.99,138.92
balance,PSO_mpi,RING,CLONE,WORST,WORST,1,2,SSE,3,44.52,138.9
balance,PSO_mpi,RING,CLONE,WORST,WORST,1,4,SSE,3,43.83,138.9
balance,PSO_mpi,RING,CLONE,WORST,WORST,1,6,SSE,3,42.82,138.9
balance,PSO_mpi,RING,CLONE,WORST,WORST,1,8,SSE,3,39.62,138.9
balance,PSO_mpi,RING,CLONE,WORST,WORST,1,10,SSE,3,40.67,138.9
balance,PSO_mpi,RING,CLONE,WORST,WORST,2,1,SSE,3,40.6,138.9
balance,PSO_mpi,RING,CLONE,WORST,WORST,2,2,SSE,3,41.92,138.9
balance,PSO_mpi,RING,CLONE,WORST,WORST,2,4,SSE,3,38.99,138.9
balance,PSO_mpi,RING,CLONE,WORST,WORST,2,6,SSE,3,38.56,138.91
balance,PSO_mpi,RING,CLONE,WORST,WORST,2,8,SSE,3,43.73,138.91
balance,PSO_mpi,RING,CLONE,WORST,WORST,2,10,SSE,3,39.44,138.9
balance,PSO_mpi,RING,CLONE,WORST,WORST,3,1,SSE,3,45.95,138.91
balance,PSO_mpi,RING,CLONE,WORST,WORST,3,2,SSE,3,42.11,138.91
balance,PSO_mpi,RING,CLONE,WORST,WORST,3,4,SSE,3,41.35,138.9
balance,PSO_mpi,RING,CLONE,WORST,WORST,3,6,SSE,3,42.36,138.9
balance,PSO_mpi,RING,CLONE,WORST,WORST,3,8,SSE,3,42.19,138.9
balance,PSO_mpi,RING,CLONE,WORST,WORST,3,10,SSE,3,42.72,138.91
balance,PSO_mpi,RING,CLONE,WORST,WORST,4,1,SSE,3,41.08,138.91
balance,PSO_mpi,RING,CLONE,WORST,WORST,4,2,SSE,3,40.6,138.92
balance,PSO_mpi,RING,CLONE,WORST,WORST,4,4,SSE,3,43.56,138.9
balance,PSO_mpi,RING,CLONE,WORST,WORST,4,6,SSE,3,40.17,138.91
balance,PSO_mpi,RING,CLONE,WORST,WORST,4,8,SSE,3,40.73,138.91
balance,PSO_mpi,RING,CLONE,WORST,WORST,4,10,SSE,3,42.02,138.91
balance,PSO_mpi,RING,CLONE,WORST,WORST,5,1,SSE,3,45.87,138.91
balance,PSO_mpi,RING,CLONE,WORST,WORST,5,2,SSE,3,42.96,138.9
balance,PSO_mpi,RING,CLONE,WORST,WORST,5,4,SSE,3,41.6,138.91
balance,PSO_mpi,RING,CLONE,WORST,WORST,5,6,SSE,3,42.36,138.91
